分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
本月热门,东海证券-国内观察：2025年5月通胀数据，价格压力持续，亟待政策破局-250609,,,,,,,3,2025-06-29 01:10:49,宏观经济,2025-06-09
本月热门,慧博智能投研-智能眼镜行业深度：发展历程、竞争格局、国产替代、未来趋势及相关公司深度梳理-250623,,,,,,,3,2025-06-29 01:10:49,行业分析,2025-06-23
本月热门,太平洋证券-医药行业日报：kymera口服降解剂KT~621一期临床成功-250603,,,看好,,,,3,2025-06-29 01:10:49,行业分析,2025-06-04
本月热门,东吴证券-专用设备行业点评报告：固态电池0~1产业化加速，设备商优先受益-250617,,,增持,,,,3,2025-06-29 01:10:49,行业分析,2025-06-17
本月热门,东吴证券-宏观深度报告：老龄化进程下的消费变迁和银发经济-250530,,,,,,,3,2025-06-29 01:10:49,宏观经济,2025-05-30
本月热门,东吴证券-原油行业周报：伊以冲突推动国际油价大幅上涨-250615,,,,,,,3,2025-06-29 01:10:49,行业分析,2025-06-15
本月热门,东吴证券-华东医药-000963-白马药企转型创新，开启发展新阶段-250609,,,买入,,,,3,2025-06-29 01:10:49,公司调研,2025-06-10
本月热门,华安证券-甘李药业-603087-国内胰岛素量价齐升，海外业务持续拓展-250609,,,买入,,,,3,2025-06-29 01:10:49,公司调研,2025-06-09
本月热门,国金证券-机器人行业：垂直领域具身智能机器人的野望-250617,,,买入,,,,3,2025-06-29 01:10:49,行业分析,2025-06-17
本月热门,东吴证券-厦钨新能-688778-核心业务稳步增长，硫化锂打造固态电池核心壁垒-250623,,,买入（首次）,,,,3,2025-06-29 01:10:49,公司调研,2025-06-23
本月热门,国信证券-半导体行业6月投资策略：WSTS上修半导体销售额预测值，ADI表示订单在加速-250610,,,优于大市,,,,3,2025-06-29 01:10:49,行业分析,2025-06-10
本月热门,东吴证券-捷昌驱动-603583-线性驱动领军企业，携手灵巧智能进军机器人赛道-250529,,,买入（首次）,,,,3,2025-06-29 01:10:49,公司调研,2025-05-31
本月热门,慧博智能投研-钨行业深度：供需格局、行业发展趋势、产业链及相关企业深度梳理-250606,,,,,,,3,2025-06-29 01:10:49,行业分析,2025-06-06
本月热门,东兴证券-2025年A股中期投资展望：A股已站在中长期慢牛的起点-250613,,,,,,,3,2025-06-29 01:10:49,投资策略,2025-06-13
本月热门,财信证券-房地产市场高频数据周报-250610,,,,,,,3,2025-06-29 01:10:49,投资策略,2025-06-11
本月热门,天风证券-光威复材-300699-大飞机自主可控持续加速，航空装备无人化拉动需求增长-250605,,,买入（首次）,,,,3,2025-06-29 01:10:49,公司调研,2025-06-05
本月热门,东海证券-技术分析上证指数简评：若有效上破3418点压力位，指数或有进一步盘升动能-250605,,,,,,,3,2025-06-29 01:10:49,投资策略,2025-06-05
本月热门,华金证券-信通电子-001388-新股覆盖研究-250613,,,,,,,3,2025-06-29 01:10:49,公司调研,2025-06-14
本月热门,东方证券-传媒行业2025情绪价值系列报告之短剧：短剧流水全球高企，中小企业有望海外站稳高台-250601,,,看好,,,,3,2025-06-29 01:10:49,行业分析,2025-06-01
本月热门,光大证券-医药生物行业跨市场周报：创新药投资热度高企，持续把握真创新和稳健高股息主线-250608,,,增持,,,,3,2025-06-29 01:10:49,行业分析,2025-06-09
本月热门,华鑫证券-剑桥科技-603083-公司动态研究报告：800G及400G系列新品量产，光模块需求爆发推动利润高增-250612,,,买入（首次）,,,,3,2025-06-29 01:10:49,公司调研,2025-06-12
本月热门,国元证券-AI行业专题报告：国产Agent不断演进，通用协议推进系统性应用-250609,,,推荐,,,,3,2025-06-29 01:10:49,行业分析,2025-06-09
本月热门,慧博智能投研-EDA行业深度：发展历程、竞争格局、国产替代、未来趋势及相关公司深度梳理-250616,,,,,,,3,2025-06-29 01:10:49,行业分析,2025-06-16
本月热门,国元证券-联创电子-002036-公司首次覆盖报告：车载光学产能加速释放，静待盈利修复-250612,,,增持（首次）,,,,3,2025-06-29 01:10:49,公司调研,2025-06-12
本月热门,东兴证券-锂电行业2025年中期投资策略：板块景气度回暖，固态电池、钠电有望迎来规模化应用节点-250612,,,看好,,,,3,2025-06-29 01:10:49,行业分析,2025-06-12
本月热门,民生证券-电子行业深度：智能眼镜，AI形态领航，探索AR新视界-250611,,,推荐,,,,3,2025-06-29 01:10:49,行业分析,2025-06-11
本月热门,东方证券-医药生物行业2025 ASCO部分重点研究梳理：ASCO见证国产创新药闪耀全球-250605,,,看好,,,,3,2025-06-29 01:10:49,行业分析,2025-06-05
本月热门,天风证券-机械设备行业：灵巧手深度梳理——指尖跃动无垠星河，巧手编织璀璨经纬-250623,,,强于大市,,,,3,2025-06-29 01:10:49,行业分析,2025-06-23
行业分析,民生证券-钢铁行业周报：铁水维持高位，成本支撑走强-250629,价格：本周钢材价格涨跌互现。截至6月27日，上海20mm HRB400材质螺纹价格为3090元/吨，较上周升20元/吨。高线8.0mm价格为3300元/吨，较上周升30元/吨。...,邱祖学,推荐,20,2025-06-29,cher******cky,1,2025-06-29 01:10:53,,
行业分析,民生证券-电力设备及新能源行业周报：小米YU7豪华高性能SUV发布，1~5月光伏装机突破190GW-250629,"本周（20250623-20250627）板块行情
　　电力设备与新能源板块：本周上涨5.11%，涨跌幅排名第5，强于上证指数。本周新能源汽车指数涨幅最大，风力发电指数涨幅最小...",邓永康，王一如，李佳,推荐,21,2025-06-29,mj***8,1,2025-06-29 01:10:53,,
行业分析,民生证券-煤炭行业周报：火电增速持续转正，关注需求好转-250628,火电增速持续转正，关注需求好转。本周临近月末，部分煤矿生产任务完成有停减产现象，叠加下游刚需采购较好，坑口煤价继续上涨，从而发运倒挂加剧，但旺季预期下铁路运量延续高位、周环比继...,周泰，李航，王姗姗,推荐,23,2025-06-29,xi***n,1,2025-06-29 01:10:53,,
行业分析,民生证券-有色金属行业周报：降息预期升温，金属价格走强-250628,本周（06/23-06/27）上证综指上涨1.91%，沪深300指数上涨1.95%，SW有色指数上涨4.33%，贵金属COMEX黄金变动-2.90%，COMEX白银变动+0.6...,邱祖学,推荐,30,2025-06-29,ry***7,1,2025-06-29 01:10:53,,
行业分析,民生证券-教育行业2025年中报前瞻：“三维共振”助力成长，中期业绩值得期待-250626,教育行业“三维共振”，中高考迎来“黄金十年”。近几年，教育行业迎来政策边际改善、行业供给出清、需求持续释放的“三维共振”。教育政策在教育强国的背景下呈现边际改善的趋势，为行业发...,苏多永,推荐,26,2025-06-29,财**钥,1,2025-06-29 01:10:53,,
行业分析,艾瑞咨询-2025年中国电竞行业研究报告-250628,市场发展：2024年中国电竞市场规模约为1790亿元，同比增长5.5%，电竞产业展现出稳健的发展态势。同时，2024年中国电竞用户规模约为5.11亿人，用户规模基本稳定在较高水...,,,31,2025-06-28,gre****hn,1,2025-06-29 01:10:53,,
行业分析,国信证券-LCD行业月报：京东方拟收购彩虹光电30%股权，行业竞争格局优化-250628,"行情&业绩回顾：2025年5月至今面板(申万)指数上涨3.54%，1Q25中国主要LCD厂商平均毛利率同环比提升
　　行情回顾：2025年5月至今面板(申万)指数上涨3.54%...",胡剑，胡慧，叶子,优于大市,22,2025-06-28,ale****ht,1,2025-06-29 01:10:53,,
行业分析,国信证券-纺织服装行业海外跟踪系列六十一：耐克管理层指引最差时间已过，2026财年有望逐季改善-250628,"事项：
　　公司公告：2025年6月27日，耐克披露截至2025年5月31日的2025财年及第四季度业绩：2025财年公司实现收入463亿美元，同比-10%，不变汇率口径-9%...",丁诗洁，刘佳琪,优于大市,11,2025-06-28,d**y,1,2025-06-29 01:10:53,,
行业分析,华福证券-机械设备行业：英伟达入局核能，硅谷掀起核电投资潮-250628,"投资要点：
　　比尔·盖茨泰拉能源获6.5亿美元融资，英伟达首涉核电领域
　　比尔·盖茨担任董事长的泰拉能源近日完成6.5亿美元融资，英伟达作为新投资方首次进入核电领域。这家专...",俞能飞，唐保威,强于大市,2,2025-06-28,qin****79,1,2025-06-29 01:10:53,,
行业分析,华福证券-轨交设备行业：渝厦高铁重庆东至黔江段开通运营，构建区域快速交通新枢纽-250628,"投资要点：
　　时速350公里，串联多区县实现高效通勤
　　6月27日10:12，G8699次列车从重庆东站出发，标志着渝厦高铁重庆东至黔江段正式开通。线路全长242公里，设计...",俞能飞，唐保威,强于大市,2,2025-06-28,shu****98,1,2025-06-29 01:10:53,,
行业分析,国信证券-电力设备新能源行业：风电产业链周度跟踪（6月第4周）-250628,"【行业要闻】 
　　2025年至今，全国风机累计公开招标容量39.2GW（-15%），其中陆上风机公开招标容量36.2GW（-14%），海上风机公开招标容量3.1GW（-23%...",王蔚祺，王晓声,优于大市,13,2025-06-28,lul****88,1,2025-06-29 01:10:53,,
行业分析,爱建证券-智能汽车行业点评：小米YU7发布即爆单，供给撬动需求-250628,"投资要点：
　　6月26日，小米YU7发布，标准版定价25.35万，Pro版27.99万，Max版32.99万元，定位运动风格。上市1小时，大定突破289000台。
　　产品力...",吴迪,强于大市,9,2025-06-28,tell******not,1,2025-06-29 01:10:53,,
行业分析,国信证券-电力设备新能源行业：AIDC电力设备/电网产业链周度跟踪（6月第4周）-250628,【AIDC电力设备】参考IEA预测，我们预计2025-2030年全球新增AI算力负载为9.7/15.9/20.2/22.3/23.4/24.6GW。数据中心配套电力设备容量一般...,王蔚祺，王晓声,优于大市,22,2025-06-28,cli****ao,1,2025-06-29 01:10:53,,
行业分析,华福证券-机械设备行业：Grok即将赋能Optimus V3，华为云首批具身智能核心伙伴亮相-250628,"投资要点：
　　马斯克宣布特斯拉Optimus V3人形机器人将集成Grok语音助手
　　特斯拉CEO马斯克于X平台透露，Optimus V3人形机器人将整合Grok语音助手，...",俞能飞，唐保威,强于大市,2,2025-06-28,lic****wf,1,2025-06-29 01:10:53,,
行业分析,国信证券-通信行业2025年7月投资策略：互联网云厂重视ASIC自研芯片投入，AI算力高景气度延续-250628,2025年6月行情回顾：板块强于大市。6月沪深300指数全月上涨2.12%，通信（申万）指数全月上涨11.97%，强于大盘，在申万31个一级行业中排名第1名。各细分领域普遍上涨...,袁文翀,优于大市,25,2025-06-28,wsm****ve,1,2025-06-29 01:10:53,,
行业分析,华福证券-煤炭行业：日耗上升&铁水坚挺，煤价反弹开启-250628,"动力煤
　　截至2025年6月27日，秦港5500K动力末煤平仓价620元/吨，周环比+1.8%，内蒙古、山西产地价微涨、陕西产地价小涨。截至2025年6月22日晋陕蒙三省煤矿...",汤悦,强于大市,22,2025-06-28,syw****hd,1,2025-06-29 01:10:53,,
行业分析,国信证券-电力设备新能源行业海上风电专题研究之四：十五五国内海风开发稳步推进，欧洲和日韩海风蓄势待发-250628,全球风能理事会（GWEC）于2025年6月表示，海上风电行业在2024年新增了8GW的并网装机容量，为历史第四高的年份。同时2024年各国政府就海上风电项目拍卖了创纪录的56G...,王蔚祺，王晓声,优于大市,35,2025-06-28,wcs****05,1,2025-06-29 01:10:53,,
行业分析,华鑫证券-计算机行业点评报告：优步（UBER.O），战略技术攻坚筑壁垒，生态破局启新程-250627,"事件
　　2025年5月7日，优步(UBER)公布2025年第一季度财报显示，营收总收入为115亿美元，同比增长14%（按固定汇率计算增长17%）。
　　投资要点
　　▌25年...",宝幼琛,推荐,4,2025-06-28,lly****88,1,2025-06-29 01:10:53,,
行业分析,太平洋证券-医药行业日报：Opus老花眼眼药水MR~141三期临床成功-250627,"市场表现：
　　2025年6月27日，医药板块涨跌幅+0.26%，跑赢沪深300指数0.87pct，涨跌幅居申万31个子行业第14名。各医药子行业中，医疗研发外包(+1.06%...",周豫，张崴,看好,3,2025-06-28,sup****xp,1,2025-06-29 01:10:53,,
行业分析,致趣·百川-B2B行业企业微信应用洞察白皮书-250628,"对营销人员的专业化要求突出
　　B2B领域的产品服务通常具备技术门槛高、解决方案集成性强等特点，这对营销团队的业务理解能力提出严苛要求。
　　营销人员需要完全理解产品背后对于用...",,,29,2025-06-28,chen******346,1,2025-06-29 01:10:53,,
行业分析,联合资信-零售行业2025年半年度总结及展望-250628,2024年，社零增速放缓，在储蓄意愿增强以及外部宏观环境影响下，零售市场消费需求不足，消费信心仍有待提振。其中，网络零售仍为消费增长的主要驱动力，但增速有所放缓；百货业态增长乏...,,,15,2025-06-28,wuha******yue,2,2025-06-29 01:10:54,,
行业分析,智研咨询-2025年中国润滑油行业市场供需态势及未来前景研判报告-250628,"用于机械减摩、冷却及清洁，可按多种标准分类
　　润滑油是用于机械设备中减少摩擦、降低磨损、冷却、防锈和清洁的液体或半固体物质。基核心功能是通过形成油膜隔离运动部件，避免直接接触...",,,55,2025-06-28,yek****04,2,2025-06-29 01:10:54,,
行业分析,红餐产业研究院-餐饮行业：粥品品类发展报告2025-250628,本报告在红餐大数据的基础上，综合红餐产业研究院的桌面研究、调研数据、专家意见等，对粥品品类的相关资料进行整理分析。从粥品品类的发展、细分赛道及主要品牌的发展情况、品类机会等角度...,张琦，黄壁连，周容,,28,2025-06-28,ty***w,2,2025-06-29 01:10:54,,
行业分析,城市测量师行-房地产行业：超212亿元！第五批次集中供地收官，浦东曹路地块溢价率近42%-250628,"交易结果
　　今年上海第五批次集中供地交易活动于2025年6月20日落下帷幕。
　　第五批次集中土拍共出让6幅涉宅用地，起始总价192.47亿元，出让面积31.4万平方米。最终...",,,5,2025-06-28,yx***n,2,2025-06-29 01:10:54,,
行业分析,城市测量师行-房地产行业：数据发布，2025年6月上海市住宅价格-250628,"RVMS系统监测：2025年6月上海市住宅小区基价均值为52,175元/平方米，环比下跌0.44%，同比下跌7.55%。
　　2025年6月1日，上海市存量住宅均价继续下行。
...",,,5,2025-06-28,XIAO******765,2,2025-06-29 01:10:54,,
行业分析,城市测量师行-房地产行业：2025年5月上海土地招拍挂市场-250628,"四批次集中供地揽金97亿元，常态化供地市场回归“本色”
　　5月，上海第四批次集中供应的涉宅用地成功出让，成交总价约97亿元。
　　常态化供地市场回归平稳状态，成交总面积约28...",,,6,2025-06-28,东**景,2,2025-06-29 01:10:54,,
行业分析,城市测量师行-房地产行业：办公市场分析，临空区块-250628,临空区块作为上海虹桥临空经济示范区的核心商务办公集聚区，紧邻虹桥综合交通枢纽，依托轨道交通网络与定制化通勤巴士系统，同步衔接虹桥国际机场、高铁枢纽及G2京沪高速、G50沪渝高速...,,,8,2025-06-28,gav****20,2,2025-06-29 01:10:54,,
行业分析,城市测量师行-房地产行业：2025年5月上海商办买卖市场-250628,"商办物业新增供应总面积与成交总面积均延续下行趋势
　　5月，上海商办物业新增供应总面积持续大幅下降，合计约2.1万平方米，环比降幅为50%。分类来看，商业物业共有六个区域有新增...",,,9,2025-06-28,ajh****02,2,2025-06-29 01:10:54,,
行业分析,嘉世咨询-2025中国低空经济行业市场现状报告-250628,中国低空经济作为战略性新兴产业，正迎来前所未有的发展机遇。本报告旨在全面剖析中国低空经济的市场现状、产业链结构、核心应用场景、竞争格局，并研判其未来发展趋势与面临的挑战。研究核...,,,47,2025-06-28,新***,2,2025-06-29 01:10:54,,
行业分析,城市测量师行-房地产行业：2025年5月上海住宅买卖市场-250628,"01新房市场供应发力，成交同环比均有小幅上涨
　　5月，开发商加快推盘节奏，共计42个项目入市，较4月增加13个。5月开盘项目环线分布基本与4月一致，外环内外占比各半。但多个单...",,,8,2025-06-28,wty****29,2,2025-06-29 01:10:54,,
行业分析,InfoQ研究中心-人工智能行业：中国大模型落地应用研究报告2025-250628,"七年技术进化全景图：模型进推理纪元
　　2017年以来，模型已历经诸多关键时期，从本到图、频、视频，从单纯的对话到代码和终端。推理成本的幅下降也助推了模型技术的泛应。在2025...",,,56,2025-06-28,zj***1,2,2025-06-29 01:10:54,,
行业分析,HERO-零食行业：零食集合店库存周转率提升方案-250628,"概念闸阐释
　　库存周转率是衡量企业在一定时期内库存商品周转速度的指标，它直观反映了企业库存管理的效率，体现企业将库存转化为销售收入的能力，
　　实际意义
　　较高的库存周转率...",,,43,2025-06-28,ange******ong,2,2025-06-29 01:10:54,,
行业分析,Flywheel-2025年护肤行业新品洞察-250628,"消费者注意力碎片化，看似越来越无脑，实则构建了生态体系
　　生态体系下，品牌需要尊重消费者真实需求，通过新品建立长期生意壁垒
　　挖掘消费者真实需求，通过创新不断拓宽增长边界
...",,,39,2025-06-28,s**o,2,2025-06-29 01:10:54,,
行业分析,落基山研究所-金属行业：推进清洁金属（英译中）-250628,印度尼西亚快速扩张的镍和铝加工是该国关键矿产“下游化”战略的核心。该战略在印度尼西亚更广泛的发展议程中发挥核心作用，旨在通过促进国内加工和精炼来增加国内资源的附加值。在此背景下...,Rizky Fauzianto，安迪卡，Akbar Hermawan,,29,2025-06-28,ec***y,2,2025-06-29 01:10:54,,
行业分析,落基山研究所-电动汽车行业：插电，推进印度电动汽车基础设施建设（英译中）-250628,印度电动汽车充电基础设施行业正处在一个关键的拐点，印度电力分销公司（DISCOMs）有望发挥关键作用。尽管势头正在增强，2023年电动汽车占印度所有汽车销售的6.4%，但它们在...,瓦斯塔瓦迪姆皮·苏涅，切尔·索特伊尚尼·斯瑞,,25,2025-06-28,家**贝,2,2025-06-29 01:10:54,,
行业分析,埃森哲-保险业跑赢者如何应对变化（英译中）-250628,"保险行业变化是常态——但清晰度并非如此。大多数保险公司以“转型”为宏大旗帜发起举措，然而只有少数将这种雄心转化为可衡量的收益。
　　在地区政治风险加剧和全球贸易动态日益复杂的背...",杰夫·米奇，哈立德·拉哈鲁伊,,17,2025-06-28,dwz1******705,2,2025-06-29 01:10:54,,
行业分析,国信证券-电力设备新能源行业锂电产业链双周评（6月第2期）：固态电池产业化持续加速，消费电池掺硅比例稳步提升-250628,"【行业动态】
　　固态电池产业化加速推进：设备端，赢合科技固态电池湿法涂布、辊压以及电解质转印设备顺利出货至国内头部客户，先导智能向客户成功交付固态电池用复合转印设备与高速叠片...",王蔚祺，徐文辉，李全,优于大市,20,2025-06-28,xia****12,2,2025-06-29 01:10:54,,
行业分析,太平洋证券-轻工行业周报（20250623~20250627）：M5电子烟出口高增，轻工企业全球化布局加速-250627,"2025M5电子烟出口金额较大幅增长，强监管趋势下合规生产的头部企业有望受益。
　　1）行业规模及空间：根据贝哲斯咨询，2024年全球电子烟市场规模350亿美元（2024-20...",孟昕，赵梦菲,看好,14,2025-06-28,蜗***,2,2025-06-29 01:10:54,,
行业分析,太平洋证券-房地产行业日报：杭州土拍6宗地总收金151.15亿-250627,"市场行情：
　　2025年6月27日，今日权益市场各版块变化不一，上证综指下跌0.70%，深证综指上涨0.38%，沪深300下跌0.61%，中证500上涨0.44%。申万房地产...",徐超，戴梓涵,中性,4,2025-06-28,Trac******222,2,2025-06-29 01:10:54,,
行业分析,东吴证券-保险行业5月月报：寿险保费增速持续向好，财险业务表现稳健-250627,"投资要点
　　5月单月人身险公司保费同比+16.6%，较4月增速继续提升。1）2025年1-5月人身险原保费24473亿元，同比+3.7%，规模保费27943亿元，同比+2.6...",孙婷，曹锟,增持,5,2025-06-28,lan****ui,2,2025-06-29 01:10:54,,
行业分析,东吴证券-电子行业深度报告：端侧AI重构终端生态，硬件升级驱动换机潮，多设备协同催生商业模式跃迁-250626,"投资要点
　　智能体构建全新交互中枢，终端流量入口重塑：AI智能体通过“决策（LLM）+记忆+规划+工具”构建智能闭环，正逐步重塑终端交互中枢，成为新一代超级入口核心。其发展沿...",陈海进，陈妙杨,增持,29,2025-06-27,s**t,3,2025-06-29 01:10:56,,
行业分析,光大证券-游戏行业跟踪研究报告：25M5行业维持较高景气度，展望暑期重点新品密集进展-250627,"事件：25年6月20日，作为中国游戏产业研究院战略合作伙伴，伽马数据公布25M5中国游戏产业市场规模、中国自研游戏出海市场规模等跟踪数据。
　　本土：中国游戏市场延续较高景气度...",付天姿，赵越,买入,5,2025-06-27,li***4,3,2025-06-29 01:10:56,,
行业分析,财通证券-汽车行业小米YU7上市点评：定价25.35万元起，1小时大定突破28.9万台-250627,"核心观点
　　事件：2025年6月26日，小米YU7正式上市，小米YU7定价25.35万元，小米YU7 Pro定价27.99万元，小米YU7 Max定价32.99万元。
　　强...",邢重阳，李渤,看好,2,2025-06-27,ol***a,3,2025-06-29 01:10:56,,
行业分析,东方证券-机械设备行业机器人产业跟踪：Optimus Gen3即将亮相，量产节奏释放积极信号，有望驱动板块持续上行！-250627,"核心观点
　　马斯克官宣Optimus Gen3即将登场，产业并非是“推倒重来”的颠覆重构，而是“整装再出发”的迭代升级。尽管近期板块受市场情绪及短期事件扰动呈现较大波动，但我...",杨震，丁昊,看好,6,2025-06-27,huxu******526,3,2025-06-29 01:10:56,,
行业分析,江海证券-汽车行业：小米YU7订单超预期，重视产业链零部件标的-250627,"事件：
　　6月26日，小米集团举行米人车家全生态发布会，本次发布会新品颇多，包括小米YU7、小折旗舰MIXFlip 2、AI眼镜，以及可穿戴设备。汽车方面，小米YU7标准版2...",张诗瑶,增持,3,2025-06-27,t**z,3,2025-06-29 01:10:56,,
行业分析,东吴证券-2025H2汽车行业投资策略：破旧立新-250627,2025H1汽车行业复盘总结：汽车基本面韧性依然足，AI成长风格标的表现超出预期。因以旧换新政策1月很好衔接背景下，汽车各子版块上半年基本面兑现总体是符合预期的，个别子领域有...,黄细里,,71,2025-06-27,stev******988,3,2025-06-29 01:10:56,,
行业分析,五矿证券-汽车行业特斯拉Robotaxi跟踪（一）：首“秀”波澜不惊，长期优势明显-250627,"事件描述
　　6月22日，在德州奥斯汀的限定区域，特斯拉将10多台Model Y开放了有安全员的Robotaxi运营服务，对象为受邀用户20多人，这是特斯拉Robotaxi的首...",顾思捷，张娜威,看好,4,2025-06-27,xie****ui,3,2025-06-29 01:10:56,,
行业分析,爱建证券-啤酒行业跟踪报告：啤酒进入消费旺季，燕京啤酒U8放量-250627,"投资要点：
　　啤酒进入消费旺季，行业有望回暖。随着气温升高，啤酒消费进入旺季，啤酒行业具备多重利好，行业有望回暖。1）啤酒销量同比增速有望改善。2024年，啤酒行业整体受到餐...",范林泉,强于大市,4,2025-06-27,kfz****01,3,2025-06-29 01:10:56,,
行业分析,国联民生证券-非银行业：券商加速布局虚拟资产交易服务的图景扫描-250627,"当前稳定币交易额已超过Visa
　　根据Artemis数据，截至2025年5月初，稳定币市场总规模约为2472亿美元。稳定币平均滚动调整交易额达2.29万亿美元，分别约为Vis...",刘雨辰，耿张逸,强于大市,24,2025-06-27,哼***,3,2025-06-29 01:10:56,,
行业分析,东兴证券-农林牧渔行业：宠物618战报出炉，国产品牌持续霸榜-250627,618收官，宠物消费表现强劲。电商平台618购物节收官，各家平台陆续披露宠物类目618战绩，今年大促周期进一步拉长。根据星图监测数据显示，2025年618期间综合电商平台累积销...,程诗月,看好,10,2025-06-27,w**p,3,2025-06-29 01:10:56,,
行业分析,中山证券-2025年汽车行业年中展望：内销出口双轮驱动，智能驾驶长坡厚雪-250618,"◎投资要点：
　　SW汽车跑赢沪深300指数。汽车板块震荡调整的主要原因有：1）2024年板块强势表现得到延续，继续跑赢沪深300；2）年初行业库存压力较大，销售端需要通过价格...",王曦,,21,2025-06-27,z**u,3,2025-06-29 01:10:56,,
行业分析,东兴证券-石油石化行业油服工程：全球油气上游资本开支仍将保持较高景气度，带动油服工程盈利增长-250627,"2024年以来至2025第一季度，海外通胀减缓，国内经济缓慢修复，油服工程板块盈利表现亮眼。
　　2024年以来，美国通胀压力有所减缓，CPI同比上涨幅度逐步下降，截至年底低于...",莫文娟,看好,11,2025-06-27,4**8,3,2025-06-29 01:10:56,,
行业分析,中山证券-电子行业周报：小米华为TWS耳机国内市场份额提高-250626,"投资要点：
　　●长鑫存储市场份额有望继续提高。市场分析机构Counterpoint预测称，DRAM内存企业长鑫存储今年将在去年大幅增产的基础上产能进一步同比增长近50%；而到...",葛淼,,10,2025-06-27,jiao******012,3,2025-06-29 01:10:56,,
行业分析,东莞证券-汽车行业双周报：小米YU7正式发布，特斯拉Robotaxi自动驾驶开启服务-250627,申万汽车行业指数涨跌幅：截至2025年6月26日，申万汽车板块近两周下跌1.66%，跑输沪深300指数3.04个百分点，在申万31个行业中排名第24名；申万汽车板块从6月初至今...,刘梦麟,超配,14,2025-06-27,w33****00,3,2025-06-29 01:10:56,,
行业分析,山西证券-202506光伏行业月度报告：5月光伏新增装机同比增长388%，组件、逆变器出口额环比增长-250627,"投资要点：
　　国内光伏新增装机：受抢装影响，5月新增装机同、环比持续高速增长。根据国家能源局数据，2025年5月国内光伏新增装机92.9GW，同比+388.0%，环比+105...",肖索，贾惠淋,同步大市-A,11,2025-06-27,dzh****98,3,2025-06-29 01:10:56,,
行业分析,58安居客研究院-房地产行业：城市更新|中央财政支持城市更新？钱并不好拿-250627,“城市更新”是今年上半年的一个政策热点，也是下阶段新型城镇化建设的重要发力点。5月份中共中央办公厅、国务院办公厅发布了《关于持续推进城市更新行动的意见》，明确了城市更新行动路线...,,,3,2025-06-27,wen****34,3,2025-06-29 01:10:56,,
行业分析,58安居客研究院-房地产行业：好房子|得房率破局！多城放宽阳台等计容规则，购房者利好解析-250627,"在房地产市场中，得房率始终是购房者关注的核心焦点。
　　当房价处于高位运行时，每提升1%的得房率都意味着购房成本的实质性降低与居住空间的拓展。
　　无论是刚需群体计算首付与使用...",,,8,2025-06-27,jial******077,3,2025-06-29 01:10:56,,
行业分析,高工氢电产业研究所-绿氢行业：2025中国绿氢产业发展蓝皮书-250627,"国家及地方氢能产业政策
　　2024年11月8日，《中华人民共和国能源法》正式发布，首次将氢能明确纳入能源管理体系。作为我国能源领域的基础性、统领性法律，能源法明确国家将积极有...",,,84,2025-06-27,che****ru,3,2025-06-29 01:10:56,,
行业分析,财信证券-电力设备行业点评：出海布局海工基地、半年报业绩预增，继续看好风电设备下半年行情-250626,广大特材：预告2025年上半年实现净利润约2亿元，同增368%。经财务部门初步核算，预计公司2025年半年度实现营收25亿元左右，同比+32.91%；预计实现归母净利润2亿元左...,袁玮志,领先大市,2,2025-06-27,123****rd,3,2025-06-29 01:10:56,,
行业分析,奥纬咨询-航空行业：史基浦机场的安全革命重新定义了航空旅行安全（英译中）-250627,安检是机场的一项基础且往往是耗时最长的活动，是保障旅客安全的第一道防线。在新冠疫情的背景下，全球机场在应对后疫情恢复的复杂局面时面临前所未有的挑战。其中，作为欧洲第三大机场的阿...,弗朗切斯科·巴斯蒂亚，提图斯·泽尔特克鲁斯,,20,2025-06-27,hjs****ai,3,2025-06-29 01:10:56,,
投资策略,国信证券-多元资产配置系列：红利资产替代能否破局低利率？-250628,低利率环境下，红利资产可以对债券形成较好补充，但考虑风险收益特征后难以完全平替。1）收益率视角：历史上利率下台阶阶段，红利资产赔率抬升，当前红利低波股息率在6%以上，10年期国...,陈凯畅，王开,,24,2025-06-28,zc***0,1,2025-06-29 01:10:59,,
投资策略,华西证券-估值周报：最新A股、港股、美股估值怎么看？-250628,"风险提示
　　政策效果不及预期
　　企业盈利不及预期
　　海外黑天鹅事件（政治风险、主权评级下调等）
　　市场波动过大...",李立峰，冯逸华,,38,2025-06-28,xue****ng,1,2025-06-29 01:10:59,,
投资策略,华金证券-七月继续震荡，风格偏均衡-250628,A股7月表现偏震荡，主要受基本面、政策和外部事件、流动性等因素影响。（1）2010年以来15年中有8次上证综指7月上涨。（2）影响A股7月走势的主要因素是基本面、政策和外部事...,邓利军,,15,2025-06-28,mu***n,1,2025-06-29 01:10:59,,
投资策略,光大证券-策略周专题（2025年6月第4期）：2025年上半年市场回顾，蓄势跃升-250628,"本周A股收涨
　　本周A股收涨。本周A股主要宽基指数均收涨，创业板指、中证500等指数涨幅靠前，上证50、上证指数涨幅靠后。从市场风格来看，本周主要风格指数均收涨，小盘成长、中...",张宇生，郭磊,,19,2025-06-28,嫩**狗,1,2025-06-29 01:10:59,,
